"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor"
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2024";"12.9";"Sexo, 2grupos de edad, TTHH";"18-24 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2024";"13.7";"Sexo, 2grupos de edad, TTHH";"Mujeres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2024";"10.4";"Sexo, 2grupos de edad, TTHH";"Hombres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"19.3";"Sexo, 2grupos de edad, TTHH";"Total";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"18.6";"Sexo, 2grupos de edad, TTHH";"Gipuzkoa";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"18.7";"Sexo, 2grupos de edad, TTHH";"Bizkaia";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"23.6";"Sexo, 2grupos de edad, TTHH";"Álava";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"12";"Sexo, 2grupos de edad, TTHH";"25-29 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"22.7";"Sexo, 2grupos de edad, TTHH";"18-24 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"21.1";"Sexo, 2grupos de edad, TTHH";"Mujeres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2022";"17.9";"Sexo, 2grupos de edad, TTHH";"Hombres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"35.2";"Sexo, 2grupos de edad, TTHH";"Total";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"31.6";"Sexo, 2grupos de edad, TTHH";"Gipuzkoa";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"36";"Sexo, 2grupos de edad, TTHH";"Bizkaia";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"40.2";"Sexo, 2grupos de edad, TTHH";"Álava";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"24.4";"Sexo, 2grupos de edad, TTHH";"25-29 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"41.5";"Sexo, 2grupos de edad, TTHH";"18-24 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"38.6";"Sexo, 2grupos de edad, TTHH";"Mujeres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2020";"32.1";"Sexo, 2grupos de edad, TTHH";"Hombres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"43.6";"Sexo, 2grupos de edad, TTHH";"Total";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"36.7";"Sexo, 2grupos de edad, TTHH";"Gipuzkoa";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"56.7";"Sexo, 2grupos de edad, TTHH";"Bizkaia";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"45.5";"Sexo, 2grupos de edad, TTHH";"Álava";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"38";"Sexo, 2grupos de edad, TTHH";"25-29 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"46.2";"Sexo, 2grupos de edad, TTHH";"18-24 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"44.3";"Sexo, 2grupos de edad, TTHH";"Mujeres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2017";"43";"Sexo, 2grupos de edad, TTHH";"Hombres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"58.2";"Sexo, 2grupos de edad, TTHH";"Total";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"62.4";"Sexo, 2grupos de edad, TTHH";"Gipuzkoa";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"54.6";"Sexo, 2grupos de edad, TTHH";"Bizkaia";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"57.9";"Sexo, 2grupos de edad, TTHH";"Álava";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"56.4";"Sexo, 2grupos de edad, TTHH";"25-29 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"59.4";"Sexo, 2grupos de edad, TTHH";"18-24 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"62.1";"Sexo, 2grupos de edad, TTHH";"Mujeres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2015";"55.2";"Sexo, 2grupos de edad, TTHH";"Hombres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"45.2";"Sexo, 2grupos de edad, TTHH";"Total";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"54.5";"Sexo, 2grupos de edad, TTHH";"Gipuzkoa";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"41.2";"Sexo, 2grupos de edad, TTHH";"Bizkaia";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"41.9";"Sexo, 2grupos de edad, TTHH";"Álava";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"42.9";"Sexo, 2grupos de edad, TTHH";"25-29 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"46.5";"Sexo, 2grupos de edad, TTHH";"18-24 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"46.9";"Sexo, 2grupos de edad, TTHH";"Mujeres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2013";"44";"Sexo, 2grupos de edad, TTHH";"Hombres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"18.9";"Sexo, 2grupos de edad, TTHH";"Total";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"17.3";"Sexo, 2grupos de edad, TTHH";"Gipuzkoa";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"18.3";"Sexo, 2grupos de edad, TTHH";"Bizkaia";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"24.3";"Sexo, 2grupos de edad, TTHH";"Álava";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"20.7";"Sexo, 2grupos de edad, TTHH";"25-29 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"17.8";"Sexo, 2grupos de edad, TTHH";"18-24 años";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"22";"Sexo, 2grupos de edad, TTHH";"Mujeres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Preferencia de la vivienda en alquiler sobre la compra, según sexo, grupos de edad y TTHH";"2011";"16.3";"Sexo, 2grupos de edad, TTHH";"Hombres";"Preferencia alquiler sobre compra";"Preferencia alquiler sobre compra";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"12.3";"Sexo, grupos de edad y territorios históricos";"Total";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"9.6";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"15.7";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"8";"Sexo, grupos de edad y territorios históricos";"Álava";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"10.8";"Sexo, grupos de edad y territorios históricos";"30-34 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"14.4";"Sexo, grupos de edad y territorios históricos";"25-29 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"15.6";"Sexo, grupos de edad y territorios históricos";"18-24 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"14.1";"Sexo, grupos de edad y territorios históricos";"Mujeres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2023";"10";"Sexo, grupos de edad y territorios históricos";"Hombres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"16.8";"Sexo, grupos de edad y territorios históricos";"Total";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"13.8";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"21.7";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"8.6";"Sexo, grupos de edad y territorios históricos";"Álava";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"14.2";"Sexo, grupos de edad y territorios históricos";"30-34 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"21.5";"Sexo, grupos de edad y territorios históricos";"25-29 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"19.1";"Sexo, grupos de edad y territorios históricos";"18-24 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"19.3";"Sexo, grupos de edad y territorios históricos";"Mujeres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2021";"13.9";"Sexo, grupos de edad y territorios históricos";"Hombres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"14.4";"Sexo, grupos de edad y territorios históricos";"Total";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"8";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"19.3";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"10.6";"Sexo, grupos de edad y territorios históricos";"Álava";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"12.8";"Sexo, grupos de edad y territorios históricos";"30-34 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"18.2";"Sexo, grupos de edad y territorios históricos";"25-29 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"14.8";"Sexo, grupos de edad y territorios históricos";"18-24 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"16.2";"Sexo, grupos de edad y territorios históricos";"Mujeres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2019";"12.2";"Sexo, grupos de edad y territorios históricos";"Hombres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"16.9";"Sexo, grupos de edad y territorios históricos";"Total";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"17.3";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"17.2";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"15.4";"Sexo, grupos de edad y territorios históricos";"Álava";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"16";"Sexo, grupos de edad y territorios históricos";"30-34 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"15";"Sexo, grupos de edad y territorios históricos";"25-29 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"29.2";"Sexo, grupos de edad y territorios históricos";"18-24 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"17.3";"Sexo, grupos de edad y territorios históricos";"Mujeres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2017";"16.3";"Sexo, grupos de edad y territorios históricos";"Hombres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"21.3";"Sexo, grupos de edad y territorios históricos";"Total";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"16.8";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"26.7";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"17";"Sexo, grupos de edad y territorios históricos";"Álava";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"20.9";"Sexo, grupos de edad y territorios históricos";"30-34 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"19.6";"Sexo, grupos de edad y territorios históricos";"25-29 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"28";"Sexo, grupos de edad y territorios históricos";"18-24 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"22.9";"Sexo, grupos de edad y territorios históricos";"Mujeres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2015";"20.1";"Sexo, grupos de edad y territorios históricos";"Hombres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"21.4";"Sexo, grupos de edad y territorios históricos";"Total";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"18.3";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"24.3";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"17.8";"Sexo, grupos de edad y territorios históricos";"Álava";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"21.3";"Sexo, grupos de edad y territorios históricos";"30-34 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"21.1";"Sexo, grupos de edad y territorios históricos";"25-29 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"23.6";"Sexo, grupos de edad y territorios históricos";"18-24 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"23.8";"Sexo, grupos de edad y territorios históricos";"Mujeres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2013";"18.5";"Sexo, grupos de edad y territorios históricos";"Hombres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"25.9";"Sexo, grupos de edad y territorios históricos";"Total";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"15.5";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"28.9";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"37.3";"Sexo, grupos de edad y territorios históricos";"Álava";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"24.3";"Sexo, grupos de edad y territorios históricos";"30-34 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"28.2";"Sexo, grupos de edad y territorios históricos";"25-29 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"30";"Sexo, grupos de edad y territorios históricos";"18-24 años";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"27.2";"Sexo, grupos de edad y territorios históricos";"Mujeres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Sobreesfuerzo económico para el pago de la hipoteca o de la renta de alquiler, según sexo, grupos de edad y TTHH";"2011";"24.4";"Sexo, grupos de edad y territorios históricos";"Hombres";"Sobreesfuerzo económico";"Sobreesfuerzo económico";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"32.1";"Sexo, grupos de edad y territorios históricos";"Total";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"33.1";"Sexo, grupos de edad y territorios históricos";"Gipuzkoa";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"31.3";"Sexo, grupos de edad y territorios históricos";"Bizkaia";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"32.4";"Sexo, grupos de edad y territorios históricos";"Álava";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"71.4";"Sexo, grupos de edad y territorios históricos";"30-34 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"30.4";"Sexo, grupos de edad y territorios históricos";"25-29 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"6.4";"Sexo, grupos de edad y territorios históricos";"18-24 años";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"36";"Sexo, grupos de edad y territorios históricos";"Mujeres";"";"";"";""
"Tasa de emancipación, según sexo, grupos de edad y TTHH";"2025";"28.2";"Sexo, grupos de edad y territorios históricos";"Hombres";"";"";"";""
